ref,rep,fam_2021,fams_div,fam_2023,clu,sxc,proteina,proteina_class,host,cadena,genero
526,YP_010085845.1,Poxviridae,Poxviridae,Poxviridae,8098,122,hypothetical protein,Hypothetical ,Macaca tonkeana,dsdna,Orthopoxvirus
527,NP_612671.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6639,121,protein UL27,Other-Functions,Pan troglodytes,dsdna,Cytomegalovirus
528,QHX39861.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10384,121,ORFL46W,Other-Functions,Homo sapiens,dsdna,Cytomegalovirus
529,YP_009112862.1,Poxviridae,Poxviridae,Poxviridae,8061,120,putative ankyrin repeat protein,Other-Functions,Cervus elaphus,dsdna,Parapoxvirus
530,QFU18869.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8701,120,ORF68,Other-Functions,Homo sapiens,dsdna,Rhadinovirus
531,YP_009507723.1,Reoviridae,Reoviridae,Sedoreoviridae,9424,120,VP5,Other-Functions,Homo sapiens,dsrna,Orbivirus
532,AWV66923.1,Tobaniviridae,Tobaniviridae,Tobaniviridae,37,119,polyprotein,Polyprotein,Equus caballus,ssrna+,Torovirus
533,NP_068342.1,Tombusviridae,Tombusviridae,Tombusviridae,3142,119,replicase,Replication-Transcription,Undefined host,ssrna+,Panicovirus
534,AKI19523.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5892,119,protein UL112,Other-Functions,Homo sapiens,dsdna,Cytomegalovirus
535,YP_010085700.1,Poxviridae,Poxviridae,Poxviridae,10832,119,putative M1L protein,Other-Functions,Macaca tonkeana,dsdna,Orthopoxvirus
536,NP_038453.1,Tombusviridae,Tombusviridae-Solemoviridae,Tombusviridae,3728,118,readthrough ,Structural-Envelope,Iris ensata,ssrna+,Betacarmovirus
537,AQN73081.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3806,118,helicase,Replication-Transcription,Homo sapiens,dsdna,Cytomegalovirus
538,NP_599247.1,Nodaviridae,Nodaviridae,Nodaviridae,3189,117,protein,Other-Functions,Undefined host,ssrna+,Betanodavirus
539,YP_009162462.1,Poxviridae,Poxviridae,Poxviridae,5234,117,helicase,Replication-Transcription,Salmo salar,dsdna,Salmonpoxvirus
540,YP_005090504.1,Parvoviridae,Parvoviridae,Parvoviridae,5800,117,putative non structural protein NS1,Non-structural,Eidolon helvum,ssdna,Tetraparvovirus
541,YP_010086617.1,Baculoviridae,Baculoviridae,Baculoviridae,9684,117,p49,Other-Functions,Undefined host,dsdna,Alphabaculovirus
542,AST24354.1,Closteroviridae,Closteroviridae,Closteroviridae,10745,117,divergent coat,Structural-Envelope,Vitis,ssrna+,Ampelovirus
543,QIX04702.1,Bornaviridae,Bornaviridae,Bornaviridae,1393,116,polymerase,Replication-Transcription,Homo sapiens,ssrna-,Orthobornavirus
544,AYD61665.1,Totiviridae,Totiviridae,Totiviridae,1531,116,coat-RdRp ,Other-Functions,Blechomonas wendygibsoni,dsrna,Undefined genus
545,NP_612719.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1895,116,major capsid,Structural-Envelope,Pan troglodytes,dsdna,Cytomegalovirus
546,YP_009133219.1,Baculoviridae,Baculoviridae,Baculoviridae,4939,116,odve66,Other-Functions,Lambdina fiscellaria,dsdna,Alphabaculovirus
547,AQN73394.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6504,116,DNA packaging tegument protein UL25,Structural-Envelope,Homo sapiens,dsdna,Cytomegalovirus
548,QSR83623.1,Tobaniviridae,Tobaniviridae,Tobaniviridae,1604,115,spike,Structural-Envelope,Undefined host,ssrna+,Torovirus
549,DAB41733.1,Amalgaviridae,Amalgaviridae-Totiviridae,Amalgaviridae,2810,115,ORF1+2p,Other-Functions,Gevuina avellana,dsrna,Undefined genus
550,WP_016053677.1,Baculoviridae,Baculoviridae-Poxviridae-Ascoviridae,Baculoviridae,3743,115,ATPase ,Other-Functions,Undefined host,dsdna,Betabaculovirus
551,QBH79984.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4056,114,RL2_1,Other-Functions,Homo sapiens,dsdna,Simplexvirus
552,ACA42573.1,Hepadnaviridae,Hepadnaviridae,Hepadnaviridae,4112,114,polymerase,Replication-Transcription,Anas platyrhynchos,rt,Avihepadnavirus
553,3OWG_A,Poxviridae,Poxviridae,Poxviridae,10522,114,Poly(A) polymerase catalytic,Replication-Transcription,Undefined host,dsdna,Orthopoxvirus
554,AIT53896.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4124,113,ORF 11,Other-Functions,Homo sapiens,dsdna,Varicellovirus
555,YP_009143489.1,Poxviridae,Poxviridae,Poxviridae,8214,113,ankyrin repeat,Other-Functions,Procyon lotor,dsdna,Orthopoxvirus
556,AWY10942.1,Partitiviridae,Partitiviridae-Picobirnaviridae,Partitiviridae,8509,113,RdRp,Replication-Transcription,Sclerotinia sclerotiorum,dsrna,Undefined genus
557,AMB66090.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7332,112,multifunctional expression regulator,Regulation-Control,Chlorocebus sabaeus,dsdna,Simplexvirus
558,YP_081532.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7680,112,protein UL84,Other-Functions,Homo sapiens,dsdna,Cytomegalovirus
559,NP_612688.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3389,111,ribonucleotide reductase subunit 1,Other-Functions,Pan troglodytes,dsdna,Cytomegalovirus
560,QIQ51177.1,Reoviridae,Reoviridae,Sedoreoviridae,7094,111,NS1,Other-Functions,Natrix natrix,dsrna,Orbivirus
561,YP_009508759.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,7752,111,L2,Other-Functions,Peromyscus maniculatus,dsdna,Iotapapillomavirus
562,YP_009268831.1,Poxviridae,Poxviridae,Poxviridae,12421,111,DNA polymerase processivity factor,Replication-Transcription,Pteropus scapulatus,dsdna,Pteropopoxvirus
563,AXN75247.1,Poxviridae,Poxviridae,Poxviridae,5998,110,ankyrin repeat,Other-Functions,Homo sapiens,dsdna,Orthopoxvirus
564,YP_009507926.1,Fimoviridae,Fimoviridae,Fimoviridae,6413,110,glycoprotein precursor,Glycoprotein,Actinidia deliciosa,ssrna-,Emaravirus
565,NP_624332.2,Totiviridae,Totiviridae-Partitiviridae,Totiviridae,1586,176,putative RdRp,Replication-Transcription,Gremmeniella abietina,dsrna,Victorivirus
566,QHW06094.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1706,109,transcriptional regulator ICP4,Replication-Transcription,Gallus gallus,dsdna,Iltovirus
567,BAM75921.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2331,108,envelope glycoprotein,Structural-Envelope,Equus caballus,dsdna,Varicellovirus
568,AZL89935.1,Mimiviridae,Mimiviridae,Mimiviridae,8612,108,ankyrin repeat ,Other-Functions,Acanthamoeba castellanii,dsdna,Undefined genus
569,YP_009325603.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,1687,106,glycoprotein,Glycoprotein,Chlorella variabilis,dsdna,Chlorovirus
570,AYV76052.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae-Poxviridae-Nimaviridae,Mimiviridae,2824,105,Hsp70 protein,Stress-Response,Undefined host,dsdna,Undefined genus
571,YP_009551696.1,Mesoniviridae,Mesoniviridae-Coronaviridae,Mesoniviridae,78,104,polyprotein,Polyprotein,Culex,ssrna+,Alphamesonivirus
572,AVR53748.1,Parvoviridae,Parvoviridae,Parvoviridae,5552,104,capsid,Structural-Envelope,Coryphospingus pileatus,ssdna,Aveparvovirus
573,NP_612745.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7454,104,regulatory ,Regulation-Control,Pan troglodytes,dsdna,Cytomegalovirus
574,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,polyprotein,Polyprotein,Trifolium pratense,ssrna+,Waikavirus
575,YP_007506946.1,Solemoviridae,Solemoviridae,Solemoviridae,3030,103,polyprotein,Polyprotein,Imperata cylindrica,ssrna+,Sobemovirus
576,AXF38732.1,Reoviridae,Reoviridae,Sedoreoviridae,4674,103,structural ,Structural-Envelope,Arenaria interpres,dsrna,Rotavirus
577,YP_004821536.1,Poxviridae,Poxviridae,Poxviridae,7350,103,ankyrin repeat,Other-Functions,Undefined host,dsdna,Centapoxvirus
578,BCS83056.1,Mimiviridae,Phycodnaviridae-Mimiviridae-Marseilleviridae-Iridoviridae-Poxviridae,Mimiviridae,2094,102,DNA topoisomerase 2,Other-Functions,Undefined host,dsdna,Undefined genus
579,YP_249673.1,Baculoviridae,Baculoviridae-Ascoviridae,Baculoviridae,6732,166,BRO-B,Other-Functions,Undefined host,dsdna,Alphabaculovirus
580,ASZ83554.1,Partitiviridae,Partitiviridae,Partitiviridae,6948,102,putative RdRp,Replication-Transcription,Rhizoctonia solani,dsrna,Undefined genus
581,AJA04925.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,9925,102,coat ,Structural-Envelope,Raphanus sativus,rt,Caulimovirus
582,YP_001129505.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,11055,102,LF1,Other-Functions,Homo sapiens,dsdna,Lymphocryptovirus
583,YP_009109556.3,Arteriviridae,Arteriviridae,Arteriviridae,203,101,ORF1ab protein,Other-Functions,Undefined host,ssrna+,Deltaarterivirus
584,QVY10319.1,Reoviridae,Reoviridae,Spinareoviridae,10991,101,sigma-1,Cellular-Regulation,Sus scrofa,dsrna,Orthoreovirus
585,WP_016069857.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3250,100,hypothetical protein,Hypothetical ,Undefined host,dsdna,Quwivirus
586,QRG29177.1,Partitiviridae,Partitiviridae-Picobirnaviridae,Partitiviridae,10013,100,putative RdRp,Replication-Transcription,Alloteropsis semialata,dsrna,Undefined genus
587,YP_009352912.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4691,99,helicase,Replication-Transcription,Columba livia,dsdna,Mardivirus
588,QBR53290.1,Solemoviridae,Solemoviridae-Tombusviridae,Solemoviridae,6167,99,P1 protein,Other-Functions,Macroptilium atropurpureum,ssrna+,Polerovirus
589,7NT5_A,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,8486,98,nucleoprotein,Structural-Envelope,Undefined host,ssrna-,Henipavirus
590,NP_733875.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,9761,98,ORF22,Other-Functions,Callithrix jacchus,dsdna,Lymphocryptovirus
591,YP_009133271.1,Baculoviridae,Baculoviridae,Baculoviridae,3608,97,vp91,Other-Functions,Lambdina fiscellaria,dsdna,Alphabaculovirus
592,NP_054007.4,Tombusviridae,Tombusviridae-Solemoviridae,Tombusviridae,3769,97,RdRp,Replication-Transcription,Undefined host,ssrna+,Umbravirus
593,YP_009111421.1,Polyomaviridae,Polyomaviridae,Polyomaviridae,4329,97,large T antigen,Other-Functions,Homo sapiens,dsdna,Alphapolyomavirus
594,QBH66128.1,Baculoviridae,Baculoviridae,Baculoviridae,4526,97,envelope protein ,Structural-Envelope,Phthorimaea operculella,dsdna,Betabaculovirus
595,AWC26950.1,Sinhaliviridae,Sinhaliviridae,Sinhaliviridae,3933,96,Orf1,Other-Functions,Apis mellifera carnica,ssrna+,Sinaivirus
596,YP_009259388.1,Iridoviridae,Iridoviridae,Iridoviridae,6527,96,putative SAP domain-containing protein,Other-Functions,Anguilla australis,dsdna,Ranavirus
597,QED42772.1,Potyviridae,Potyviridae,Potyviridae,3563,95,polyprotein,Polyprotein,Zea mays,ssrna+,Bymovirus
598,YP_010087001.1,Potyviridae,Potyviridae,Potyviridae,393,94,polyprotein,Polyprotein,Areca catechu,ssrna+,Arepavirus
599,QJE50384.1,Reoviridae,Reoviridae,Spinareoviridae,11742,94,Sigma 2,Cellular-Regulation,Phoca vitulina,dsrna,Orthoreovirus
600,AYD75927.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1226,93,putative RdRp,Replication-Transcription,Prunus persica,ssrna+,Trichovirus
601,AJR29268.1,Iridoviridae,Iridoviridae,Iridoviridae,2227,93,putative DNA dependent RNA polymerase b subunit fragment,Replication-Transcription,Testudo kleinmanni,dsdna,Ranavirus
602,YP_009551832.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4688,93,glycoprotein,Glycoprotein,Rhinolophus ferrumequinum,dsdna,Undefined genus
603,AFA46655.1,Adenoviridae,Adenoviridae,Adenoviridae,10035,93,DNA binding,DNA-Binding,Homo sapiens,dsdna,Mastadenovirus
604,NP_054697.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,782,92,RNA polymerase,Replication-Transcription,Undefined host,ssrna-,Narmovirus
605,YP_002647021.1,Betaflexiviridae,Betaflexiviridae-Alphaflexiviridae-Potyviridae,Betaflexiviridae,1188,92,RdRp,Replication-Transcription,Cicer arietinum,ssrna+,Carlavirus
606,QXI73301.1,Baculoviridae,Baculoviridae-Orthomyxoviridae,Baculoviridae,9062,92,GP64/67,Other-Functions,Bombyx mori,dsdna,Alphabaculovirus
607,YP_009165496.1,Bornaviridae,Bornaviridae,Bornaviridae,9662,92,glycoprotein,Glycoprotein,Serinus canaria,ssrna-,Orthobornavirus
608,YP_008130302.1,Solemoviridae,Solemoviridae-Luteoviridae,Solemoviridae,2020,91,replicase polyprotein,Replication-Transcription,Citrus,ssrna+,Enamovirus
609,QAA77585.1,Reoviridae,Reoviridae,Spinareoviridae,2103,91,lambda-2 protein,Other-Functions,Homo sapiens,dsrna,Orthoreovirus
610,YP_009029998.1,Flaviviridae,Flaviviridae,Flaviviridae,5020,91,putative glycoprotein,Glycoprotein,Rhipicephalus microplus,ssrna+,Undefined genus
611,AUS94757.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,202,90,large tegument protein,Structural-Envelope,Equus ferus,dsdna,Varicellovirus
612,YP_009259667.1,Tombusviridae,Tombusviridae,Tombusviridae,4023,90,replicase,Replication-Transcription,Tulipa fosteriana,ssrna+,Tombusvirus
613,QHE24171.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5850,90,EBNA1,Other-Functions,Homo sapiens,dsdna,Lymphocryptovirus
614,QGN68052.1,Poxviridae,Poxviridae,Poxviridae,7481,90,metalloendopeptidase,Other-Functions,Equus caballus,dsdna,Molluscipoxvirus
615,YP_008378340.1,Baculoviridae,Baculoviridae,Baculoviridae,13031,90,alkaline exonuclease,Other-Functions,Hemileuca,dsdna,Alphabaculovirus
616,ASH99277.1,Iridoviridae,Iridoviridae-Ascoviridae,Iridoviridae,2023,89,DNA-dependent RNA polymerase,Replication-Transcription,Oophaga pumilio,dsdna,Ranavirus
617,QRE02518.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7003,89,deoxyribonuclease,Other-Functions,Callorhinus ursinus,dsdna,Undefined genus
618,QYD01972.1,Anelloviridae,Anelloviridae,Anelloviridae,7633,89,ORF1,Other-Functions,Lynx canadensis,ssdna,Etatorquevirus
619,NP_040552.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,11441,89,movement,Transport,Undefined host,ssrna+,Trichovirus
620,NP_040184.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2052,88,transcriptional regulator ICP4,Replication-Transcription,Homo sapiens,dsdna,Varicellovirus
621,QJE50381.2,Reoviridae,Reoviridae,Spinareoviridae,3691,88,minor core ,Structural-Envelope,Phoca vitulina,dsrna,Orthoreovirus
622,QVP25977.1,Flaviviridae,Flaviviridae,Flaviviridae,4403,88,NS3-like protein,Other-Functions,Ixodes persulcatus,ssrna+,Undefined genus
623,AQM37676.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,7675,88,putative polymerase acidic,Replication-Transcription,Oncorhynchus mykiss,ssrna-,Mykissvirus
624,AKI23504.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,12371,88,envelope,Structural-Envelope,Homo sapiens,dsdna,Cytomegalovirus
625,YP_009351919.1,Flaviviridae,Flaviviridae,Flaviviridae,4678,87,VP2-3,Other-Functions,Rhipicephalus microplus,ssrna+,Undefined genus
626,QKN88800.1,Astroviridae,Astroviridae,Astroviridae,4816,87,capsid,Structural-Envelope,Undefined host,ssrna+,Undefined genus
627,YP_007417864.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7507,87,GP98,Other-Functions,Cavia porcellus,dsdna,Quwivirus
628,YP_003933800.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2900,86,ribonucleotide reductase subunit 1,Other-Functions,Undefined host,dsdna,Simplexvirus
629,QPN36941.1,Flaviviridae,Flaviviridae,Flaviviridae,2973,86,polyprotein,Polyprotein,Hermannia sp.,ssrna+,Undefined genus
630,NP_733869.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4572,86,ORF16,Other-Functions,Callithrix jacchus,dsdna,Lymphocryptovirus
631,ACG69815.1,Closteroviridae,Closteroviridae,Closteroviridae,492,85,polyprotein,Polyprotein,Prunus cerasus,ssrna+,Velarivirus
632,YP_009448193.1,Totiviridae,Totiviridae,Totiviridae,1572,85,gag polyprotein,Structural-Envelope,Zea mays,dsrna,Undefined genus
633,ATB53305.1,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,1594,85,polyprotein,Polyprotein,Aedeomyia squamipennis,ssrna-,Orthobunyavirus
634,ALQ28410.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4621,85,BALF3 protein,Other-Functions,Homo sapiens,dsdna,Lymphocryptovirus
635,YP_005296211.1,Poxviridae,Poxviridae,Poxviridae,6628,85,ankyrin repeat ,Other-Functions,Mus,dsdna,Oryzopoxvirus
636,QFX66143.1,Parvoviridae,Parvoviridae,Parvoviridae,5405,84,nonstructural ,Non-structural,Macaca fascicularis,ssdna,Chapparvovirus
637,QED42836.1,Luteoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,5778,84,putative P1,Other-Functions,Allium chinense,ssrna+,Polerovirus
638,AKN10675.1,Arenaviridae,Arenaviridae,Arenaviridae,12464,84,GPC,Other-Functions,Boa constrictor,ssrna-,Reptarenavirus
639,YP_009164031.1,Flaviviridae,Flaviviridae,Flaviviridae,251,83,polyprotein,Polyprotein,Culex,ssrna+,Flavivirus
640,YP_224289.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1259,83,ORF III polyprotein,Other-Functions,Musa,rt,Badnavirus
641,YP_081613.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,11353,83,membrane,Structural-Envelope,Homo sapiens,dsdna,Cytomegalovirus
642,YP_003199424.1,Reoviridae,Reoviridae,Spinareoviridae,11616,83,sigma-1 protein,Cellular-Regulation,Paguma larvata,dsrna,Orthoreovirus
643,YP_009054943.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3798,82,envelope glycoprotein,Structural-Envelope,Equus caballus,dsdna,Varicellovirus
644,AFA26578.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,8186,82,L2,Other-Functions,Tursiops truncatus,dsdna,Omikronpapillomavirus
645,YP_138504.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,8748,82,nucleocapsid,Structural-Envelope,Undefined host,ssrna-,Orthorubulavirus
646,NP_620669.1,Virgaviridae,Virgaviridae,Virgaviridae,1434,80,protein,Other-Functions,Undefined host,ssrna+,Tobravirus
647,AHB63508.1,Coronaviridae,Coronaviridae,Coronaviridae,1703,80,spike glycoprotein,Structural-Envelope,Undefined host,ssrna+,Gammacoronavirus
648,YP_009506682.1,Iridoviridae,Iridoviridae,Iridoviridae,3234,80,DNA primase,Other-Functions,Limnodynastes ornatus,dsdna,Ranavirus
649,AFK83845.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4577,80,B29,Other-Functions,Miniopterus schreibersii,dsdna,Quwivirus
650,YP_009268722.1,Poxviridae,Poxviridae,Poxviridae,12517,80,phospholipase-d-like protein,Other-Functions,Pteropus scapulatus,dsdna,Pteropopoxvirus
651,NP_058528.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,449,79,RNA polymerase,Replication-Transcription,Undefined host,ssrna-,Tenuivirus
652,QOQ52508.1,Picornaviridae,Picornaviridae,Picornaviridae,466,79,polyprotein,Polyprotein,Undefined host,ssrna+,Sicinivirus
653,YP_009126942.1,Anelloviridae,Anelloviridae,Anelloviridae,4788,79,ORF1,Other-Functions,Chlorocebus sabaeus,ssdna,Alphatorquevirus
654,NP_116403.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7661,79,T49,Other-Functions,Undefined host,dsdna,Quwivirus
655,QCY49501.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1416,78,replicase,Replication-Transcription,Allium cepa var. aggregatum,ssrna+,Allexivirus
656,QMP82168.1,Orthomyxoviridae,Orthomyxoviridae-Peribunyaviridae,Orthomyxoviridae,4436,78,polymerase,Replication-Transcription,Ips typographus,ssrna-,Undefined genus
657,AMB65934.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7914,78,DNA polymerase processivity subunit,Replication-Transcription,Chlorocebus sabaeus,dsdna,Simplexvirus
658,YP_009133264.1,Baculoviridae,Baculoviridae,Baculoviridae,2056,77,p143,Other-Functions,Lambdina fiscellaria,dsdna,Alphabaculovirus
659,QNU41088.1,Bromoviridae,Bromoviridae,Bromoviridae,3804,77,polymerase,Replication-Transcription,Malus domestica,ssrna+,Ilarvirus
660,QQL09786.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6733,77,Ba211,Other-Functions,Papio,dsdna,Cytomegalovirus
661,QYA72484.1,Secoviridae,Secoviridae,Secoviridae,1527,76,polyprotein,Polyprotein,Fraxinus excelsior,ssrna+,Nepovirus
662,QHJ68634.1,Reoviridae,Reoviridae,Sedoreoviridae,3287,76,VP2 ,Other-Functions,Undefined host,dsrna,Orbivirus
663,AYQ58840.1,Reoviridae,Reoviridae,Spinareoviridae,5365,76,mu-NS,Other-Functions,Odocoileus virginianus,dsrna,Orthoreovirus
664,CAA35430.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5782,76,HCMVUL31,Other-Functions,Undefined host,dsdna,Cytomegalovirus
665,NP_612669.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5942,76,tegument ,Structural-Envelope,Pan troglodytes,dsdna,Cytomegalovirus
666,BAM36403.1,Partitiviridae,Partitiviridae,Partitiviridae,6523,76,RdRp,Replication-Transcription,Rosellinia necatrix,dsrna,Undefined genus
667,WP_016041377.1,Poxviridae,Poxviridae,Poxviridae,7506,76,hypothetical protein,Hypothetical ,Undefined host,dsdna,Centapoxvirus
668,QJI52022.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,1353,75,hypothetical protein,Hypothetical ,Undefined host,ssrna+,Undefined genus
669,AZI72604.1,Arenaviridae,Arenaviridae,Arenaviridae,7516,75,nucleoprotein,Structural-Envelope,Boa constrictor,ssrna-,Reptarenavirus
670,AKG51195.1,Poxviridae,Poxviridae,Poxviridae,10138,75,Kelch-like protein,Other-Functions,Undefined host,dsdna,Orthopoxvirus
671,NP_647496.1,Togaviridae,Togaviridae,Togaviridae,561,74,nonstructural polyprotein,Non-structural,Undefined host,ssrna+,Alphavirus
672,YP_003933788.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2497,74,helicase,Replication-Transcription,Undefined host,dsdna,Simplexvirus
673,QWK51502.1,Closteroviridae,Closteroviridae,Closteroviridae,8223,74,HSP90h,Stress-Response,Manihot esculenta,ssrna+,Ampelovirus
674,ACB32172.1,Baculoviridae,Poxviridae-Baculoviridae-Phycodnaviridae,Baculoviridae,8272,74,DNA photolyase,Replication-Transcription,Undefined host,dsdna,Alphabaculovirus
675,AYV82597.1,Mimiviridae,Mimiviridae,Mimiviridae,9495,74,chromosome condensation regulator,Regulation-Control,Undefined host,dsdna,Undefined genus
676,QDZ58984.1,Phasmaviridae,Phasmaviridae-Peribunyaviridae,Phasmaviridae,836,73,L protein,Other-Functions,Undefined host,ssrna-,Orthophasmavirus
677,YP_010086664.1,Baculoviridae,Baculoviridae,Baculoviridae,2177,73,helicase,Replication-Transcription,Undefined host,dsdna,Alphabaculovirus
678,QFU18701.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2483,73,LANA,Other-Functions,Homo sapiens,dsdna,Rhadinovirus
679,YP_006347710.1,Iridoviridae,Iridoviridae,Iridoviridae,3296,73,hypothetical protein,Hypothetical ,Silurus glanis,dsdna,Ranavirus
680,AMB66099.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7701,73,serine/threonine protein kinase US3,Other-Functions,Chlorocebus sabaeus,dsdna,Simplexvirus
681,QEJ80026.1,Poxviridae,Poxviridae,Poxviridae,1066,72,poxvirus B22R superfamily protein,Other-Functions,Ovis aries,dsdna,Capripoxvirus
682,YP_164155.1,Iridoviridae,Iridoviridae,Iridoviridae,3265,72,NTPase,Other-Functions,Undefined host,dsdna,Ranavirus
683,YP_054419.1,Closteroviridae,Closteroviridae,Closteroviridae,9368,72,hypothetical protein,Hypothetical ,Solanum tuberosum subsp. andigenum,ssrna+,Crinivirus
684,YP_004935369.1,Closteroviridae,Closteroviridae,Closteroviridae,471,71,replicase,Replication-Transcription,Undefined host,ssrna+,Ampelovirus
685,QPB69979.1,Flaviviridae,Flaviviridae,Flaviviridae,476,71,polyprotein,Polyprotein,Acomys wilsoni,ssrna+,Hepacivirus
686,QJI52018.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,970,71,nonstructural polyprotein,Non-structural,Undefined host,ssrna+,Undefined genus
687,ACN59473.1,Tombusviridae,Tombusviridae,Tombusviridae,3832,71,P82,Other-Functions,Glycine max,ssrna+,Gammacarmovirus
688,ARF10604.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,4144,71,superfamily II DNA or RNA helicase,Replication-Transcription,Undefined host,dsdna,Hokovirus
689,QJQ80347.1,Closteroviridae,Closteroviridae,Closteroviridae,10471,71,p55,Other-Functions,Ananas comosus,ssrna+,Ampelovirus
690,AAA16739.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1003,70,tegument ,Structural-Envelope,Undefined host,dsdna,Roseolovirus
691,NP_064163.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2133,70,pR57,Other-Functions,Undefined host,dsdna,Muromegalovirus
692,YP_009553226.1,Polyomaviridae,Polyomaviridae,Polyomaviridae,5953,70,large T antigen,Other-Functions,Akodon montensis,dsdna,Undefined genus
693,QKE55041.1,Picornaviridae,Picornaviridae,Picornaviridae,475,69,polyprotein,Polyprotein,Lophura nycthemera,ssrna+,Undefined genus
694,AHJ80314.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1051,69,replicase,Replication-Transcription,Prunus avium,ssrna+,Robigovirus
695,YP_081516.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2272,69,single-stranded DNA-binding protein,Binding-Protein,Homo sapiens,dsdna,Cytomegalovirus
696,QBG64657.1,Coronaviridae,Coronaviridae,Coronaviridae,2533,69,spike,Structural-Envelope,Rattus norvegicus,ssrna+,Alphacoronavirus
697,AVI07320.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3867,69,Large structural phosphoprotein,Structural-Envelope,Homo sapiens,dsdna,Roseolovirus
698,QBJ02241.1,Reoviridae,Reoviridae,Sedoreoviridae,4836,69,VP3,Other-Functions,Sus scrofa,dsrna,Rotavirus
699,CAD53434.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5413,69,putative BBLF3 protein,Other-Functions,Undefined host,dsdna,Lymphocryptovirus
700,NP_835244.2,Closteroviridae,Closteroviridae,Closteroviridae,261,68,polyprotein,Polyprotein,Undefined host,ssrna+,Closterovirus
701,QXN75374.1,Mitoviridae,Mitoviridae,Mitoviridae,4582,104,RdRp,Replication-Transcription,Vitis vinifera,ssrna+,Mitovirus
