ref,rep,fam_2021,fams_div,fam_2023,clu,sxc,proteina,proteina_class,host,cadena,genero
503,AGV92854.1,Retroviridae,Retroviridae-Poxviridae,Retroviridae,7237,128,envelope glycoprotein,Structural-Envelope,Gallus gallus,ssRNA-RT,Gammaretrovirus
504,ANN83939.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8965,128,tegument host shutoff protein,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
505,YP_006666504.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,2987,127,capsid protein 2,Structural-Envelope,Penaeidae,ssRNA(+),Aparavirus
506,QLC36818.1,Partitiviridae,Partitiviridae,Partitiviridae,4761,127,RNA-dependent RNA polymerase,Replication-Transcription,Rosellinia necatrix,dsRNA,Betapartitivirus
507,NP_612708.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4855,127,envelope glycoprotein H,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
508,YP_009507388.1,Parvoviridae,Parvoviridae,Parvoviridae,5989,127,nonstructural protein,Non-structural,Sus scrofa,ssDNA(+/-),Tetraparvovirus
509,DAC85375.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8414,127,US8,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
510,YP_009325844.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,9236,127,major capsid protein VP54,Structural-Envelope,Chlorella heliozoae,dsDNA,Chlorovirus
511,ALN38790.1,Potyviridae,Potyviridae,Potyviridae,327,126,polyprotein,Polyprotein,Cucumis sativus,ssRNA(+),Ipomovirus
512,AVP32822.1,Hepeviridae,Hepeviridae,Hepeviridae,6199,126,capsid protein,Structural-Envelope,Rattus norvegicus,ssRNA(+),Avihepevirus
513,YP_009112869.1,Poxviridae,Poxviridae,Poxviridae,9889,125,Ser/Thr kinase,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
514,YP_009824971.1,Coronaviridae,Coronaviridae,Coronaviridae,12516,125,nucleocapsid protein,Other-Functions,Homo sapiens,ssRNA(+),Alphacoronavirus
515,AAF26709.1,Matonaviridae,Matonaviridae,Matonaviridae,951,124,non-structural polyprotein p200,Non-structural,Homo sapiens,ssRNA(+),Rubivirus
516,AKI19639.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3171,124,tegument protein UL37,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
517,QBI22252.1,Fimoviridae,Fimoviridae,Fimoviridae,9154,124,p7,Hypothetical,Rosa sp.,ssRNA(-),Emaravirus
518,QBH77804.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,9349,124,capsid triplex subunit 1,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
519,YP_008136231.1,Reoviridae,Reoviridae,Sedoreoviridae,3148,123,VP2,Other-Functions,Sus scrofa,dsRNA,Rotavirus
520,AYA49857.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7011,123,BVRF2,Hypothetical,Homo sapiens,dsDNA,Lymphocryptovirus
521,QJQ40211.1,Poxviridae,Poxviridae,Poxviridae,11110,123,hypothetical protein,Hypothetical,Homo sapiens,dsDNA,Orthopoxvirus
522,QBH77810.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,11376,123,UL43,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
523,YP_081515.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4040,122,DNA packaging terminase subunit 2,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
524,AFU08308.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4158,122,BBRF1,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
525,AMB65754.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6462,122,envelope glycoprotein M,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus
526,YP_010085845.1,Poxviridae,Poxviridae,Poxviridae,8098,122,kelch-like protein,Hypothetical,Homo sapiens,dsDNA,Orthopoxvirus
527,NP_612671.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6639,121,protein UL27,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
528,QHX39861.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,10384,121,protein UL13,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
529,YP_009112862.1,Poxviridae,Poxviridae,Poxviridae,8061,120,ankyrin/F-box protein,Other-Functions,Capra hircus,dsDNA,Parapoxvirus
530,QFU18869.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,8701,120,BFLF1,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
531,YP_009507723.1,Reoviridae,Reoviridae,Sedoreoviridae,9424,120,outer capsid protein,Other-Functions,Equus caballus,dsRNA,Orbivirus
532,AWV66923.1,Tobaniviridae,Tobaniviridae,Tobaniviridae,37,119,polyprotein 1a,Polyprotein,Sus scrofa,ssRNA(+),Torovirus
533,NP_068342.1,Tombusviridae,Tombusviridae,Tombusviridae,3142,119,RNA-dependent RNA polymerase,Replication-Transcription,Zea mays,ssRNA(+),Machlomovirus
534,AKI19523.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5892,119,protein UL112,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
535,YP_010085700.1,Poxviridae,Poxviridae,Poxviridae,10832,119,CPXV039 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
536,NP_038453.1,Tombusviridae,Tombusviridae-Solemoviridae,Tombusviridae,3728,118,RNA-dependent RNA polymerase,Replication-Transcription,Jasminum sambac,ssRNA(+),Alphacarmovirus
537,AQN73081.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3806,118,helicase-primase subunit,Replication-Transcription,Homo sapiens,dsDNA,Cytomegalovirus
538,NP_599247.1,Nodaviridae,Nodaviridae,Nodaviridae,3189,117,RNA-dependent RNA polymerase,Replication-Transcription,Dicentrarchus labrax,ssRNA(+),Betanodavirus
539,YP_009162462.1,Poxviridae,Poxviridae,Poxviridae,5234,117,m81R,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
540,YP_005090504.1,Parvoviridae,Parvoviridae,Parvoviridae,5800,117,nonstructural protein,Non-structural,Sus scrofa,ssDNA(+/-),Tetraparvovirus
541,YP_010086617.1,Baculoviridae,Baculoviridae,Baculoviridae,9684,117,P49,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
542,AST24354.1,Closteroviridae,Closteroviridae,Closteroviridae,10745,117,divergent coat protein,Structural-Envelope,Vitis vinifera,ssRNA(+),Ampelovirus
543,QIX04702.1,Bornaviridae,Bornaviridae,Bornaviridae,1393,116,polymerase,Replication-Transcription,Callosciurus prevostii,ssRNA(-),Orthobornavirus
544,AYD61665.1,Totiviridae,Totiviridae,Totiviridae,1531,116,RNA-dependent RNA polymerase,Replication-Transcription,Leishmania guyanensis,dsRNA,Leishmaniavirus
545,NP_612719.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1895,116,major capsid protein,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
546,YP_009133219.1,Baculoviridae,Baculoviridae,Baculoviridae,4939,116,ODV-E66,Other-Functions,Spodoptera frugiperda,dsDNA,Alphabaculovirus
547,AQN73394.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6504,116,DNA packaging tegument protein UL25,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
548,QSR83623.1,Tobaniviridae,Tobaniviridae,Tobaniviridae,1604,115,spike protein,Structural-Envelope,Sus scrofa,ssRNA(+),Torovirus
549,DAB41733.1,Amalgaviridae,Amalgaviridae-Totiviridae,Amalgaviridae,2810,115,fusion protein,Structural-Envelope,Solanum lycopersicum,dsRNA,Amalgavirus
550,WP_016053677.1,Baculoviridae,Baculoviridae-Poxviridae-Ascoviridae,Baculoviridae,3743,115,alkaline exonuclease,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
551,QBH79984.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4056,114,RL2_3,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
552,ACA42573.1,Hepadnaviridae,Hepadnaviridae,Hepadnaviridae,4112,114,polymerase,Replication-Transcription,Anas platyrhynchos,dsDNA-RT,Avihepadnavirus
553,3OWG_A,Poxviridae,Poxviridae,Poxviridae,10522,114,poly(A) polymerase large subunit,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
554,AIT53896.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4124,113,ORF11,Other-Functions,Homo sapiens,dsDNA,Varicellovirus
555,YP_009143489.1,Poxviridae,Poxviridae,Poxviridae,8214,113,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
556,AWY10942.1,Partitiviridae,Partitiviridae-Picobirnaviridae,Partitiviridae,8509,113,RNA-dependent RNA polymerase,Replication-Transcription,Pseudogymnoascus destructans,dsRNA,Gammapartitivirus
557,AMB66090.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7332,112,UL54,Regulation-Control,Homo sapiens,dsDNA,Simplexvirus
558,YP_081532.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7680,112,protein UL84,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
559,NP_612688.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3389,111,ribonucleotide reductase subunit 1,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
560,QIQ51177.1,Reoviridae,Reoviridae,Sedoreoviridae,7094,111,NS1,Other-Functions,Equus caballus,dsRNA,Orbivirus
561,YP_009508759.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,7752,111,L2,Other-Functions,Homo sapiens,dsDNA,Betapapillomavirus
562,YP_009268831.1,Poxviridae,Poxviridae,Poxviridae,12421,111,DNA polymerase processivity factor,Replication-Transcription,Homo sapiens,dsDNA,Orthopoxvirus
563,AXN75247.1,Poxviridae,Poxviridae,Poxviridae,5998,110,CPXV027 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
564,YP_009507926.1,Fimoviridae,Fimoviridae,Fimoviridae,6413,110,putative glycoprotein p2,Glycoprotein,Rosa sp.,ssRNA(-),Emaravirus
565,NP_624332.2,Totiviridae,Totiviridae-Partitiviridae,Totiviridae,1586,176,RNA-dependent RNA polymerase,Replication-Transcription,Pyricularia oryzae,dsRNA,Victorivirus
566,QHW06094.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1706,109,ICP4,Replication-Transcription,Gallus gallus,dsDNA,Iltovirus
567,BAM75921.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2331,108,envelope glycoprotein,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
568,AZL89935.1,Mimiviridae,Mimiviridae,Mimiviridae,8612,108,hypothetical protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
569,YP_009325603.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,1687,106,Chlorovirus glycoprotein repeat domain-containing protein,Glycoprotein,Chlorella variabilis,dsDNA,Chlorovirus
570,AYV76052.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae-Poxviridae-Nimaviridae,Mimiviridae,2824,105,Hsp70 protein,Stress-Response,Acanthamoeba castellanii,dsDNA,Mimivirus
571,YP_009551696.1,Mesoniviridae,Mesoniviridae-Coronaviridae,Mesoniviridae,78,104,ORF2,Polyprotein,Culex quinquefasciatus,ssRNA(+),Alphamesonivirus
572,AVR53748.1,Parvoviridae,Parvoviridae,Parvoviridae,5552,104,minor capsid protein,Structural-Envelope,Gallus gallus,ssDNA(+/-),Aveparvovirus
573,NP_612745.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7454,104,regulatory protein IE2,Regulation-Control,Homo sapiens,dsDNA,Cytomegalovirus
574,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus
575,YP_007506946.1,Solemoviridae,Solemoviridae,Solemoviridae,3030,103,RNA-dependent RNA polymerase,Replication-Transcription,Oryza sativa,ssRNA(+),Sobemovirus
576,AXF38732.1,Reoviridae,Reoviridae,Sedoreoviridae,4674,103,VP4,Structural-Envelope,Homo sapiens,dsRNA,Rotavirus
577,YP_004821536.1,Poxviridae,Poxviridae,Poxviridae,7350,103,ankyrin-like protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
578,BCS83056.1,Phycodnaviridae,Phycodnaviridae-Mimiviridae-Marseilleviridae-Iridoviridae-Poxviridae,Phycodnaviridae,2094,102,DNA topoisomerase II,Other-Functions,Acanthamoeba castellanii,dsDNA,Chlorovirus
579,YP_249673.1,Baculoviridae,Baculoviridae-Ascoviridae,Baculoviridae,6732,166,BRO-B,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
580,ASZ83554.1,Partitiviridae,Partitiviridae,Partitiviridae,6948,102,RNA-dependent RNA polymerase,Replication-Transcription,Heterobasidion parviporum,dsRNA,Alphapartitivirus
581,AJA04925.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,9925,102,capsid protein,Structural-Envelope,Brassica oleracea var. botrytis,dsDNA-RT,Caulimovirus
582,YP_001129505.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,11055,102,LF1,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
583,YP_009109556.3,Arteriviridae,Arteriviridae,Arteriviridae,203,101,polyprotein,Other-Functions,Piliocolobus tephrosceles,ssRNA(+),Zetaarterivirus
584,QVY10319.1,Reoviridae,Reoviridae,Spinareoviridae,10991,101,sigma 1,Cellular-Regulation,Sus scrofa,dsRNA,Orthoreovirus
585,WP_016069857.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3250,100,protein UL87,Hypothetical,Homo sapiens,dsDNA,Cytomegalovirus
586,QRG29177.1,Partitiviridae,Partitiviridae-Picobirnaviridae,Partitiviridae,10013,100,RNA-dependent RNA polymerase,Replication-Transcription,Capsicum annuum,dsRNA,Deltapartitivirus
587,YP_009352912.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4691,99,helicase-primase subunit,Replication-Transcription,Equus caballus,dsDNA,Varicellovirus
588,QBR53290.1,Solemoviridae,Solemoviridae-Tombusviridae,Solemoviridae,6167,99,P1 protein,Other-Functions,Brassica napus,ssRNA(+),Polerovirus
589,7NT5_A,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,8486,98,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(-),Henipavirus
590,NP_733875.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,9761,98,BGLF1,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
591,YP_009133271.1,Baculoviridae,Baculoviridae,Baculoviridae,3608,97,viral capsid associated protein,Other-Functions,Bombyx mori,dsDNA,Alphabaculovirus
592,NP_054007.4,Tombusviridae,Tombusviridae-Solemoviridae,Tombusviridae,3769,97,RNA-dependent RNA polymerase,Replication-Transcription,Pisum sativum,ssRNA(+),Umbravirus
593,YP_009111421.1,Polyomaviridae,Polyomaviridae,Polyomaviridae,4329,97,large T antigen,Other-Functions,Homo sapiens,dsDNA,Alphapolyomavirus
594,QBH66128.1,Baculoviridae,Baculoviridae,Baculoviridae,4526,97,ODV-E66,Structural-Envelope,Bombyx mori,dsDNA,Alphabaculovirus
595,AWC26950.1,Sinhaliviridae,Sinhaliviridae,Sinhaliviridae,3933,96,Orf1,Other-Functions,Apis mellifera,ssRNA(+),Sinaivirus
596,YP_009259388.1,Iridoviridae,Iridoviridae,Iridoviridae,6527,96,hypothetical protein,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
597,QED42772.1,Potyviridae,Potyviridae,Potyviridae,3563,95,polyprotein,Polyprotein,Triticum aestivum,ssRNA(+),Bymovirus
598,YP_010087001.1,Potyviridae,Potyviridae,Potyviridae,393,94,polyprotein,Polyprotein,Elettaria cardamomum,ssRNA(+),Macluravirus
599,QJE50384.1,Reoviridae,Reoviridae,Spinareoviridae,11742,94,sigma-2 protein,Cellular-Regulation,Sus scrofa,dsRNA,Orthoreovirus
600,AYD75927.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,1226,93,replicase,Replication-Transcription,Malus domestica,ssRNA(+),Trichovirus
601,AJR29268.1,Iridoviridae,Iridoviridae,Iridoviridae,2227,93,DNA-dependent RNA polymerase II second largest subunit domain 6,Replication-Transcription,Ambystoma tigrinum,dsDNA,Ranavirus
602,YP_009551832.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4688,93,glycoprotein H,Glycoprotein,Equus caballus,dsDNA,Rhadinovirus
603,AFA46655.1,Adenoviridae,Adenoviridae,Adenoviridae,10035,93,DNA-binding protein,DNA-Binding,Homo sapiens,dsDNA,Mastadenovirus
604,NP_054697.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,782,92,polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Henipavirus
605,YP_002647021.1,Betaflexiviridae,Betaflexiviridae-Alphaflexiviridae-Potyviridae,Betaflexiviridae,1188,92,replicase,Replication-Transcription,Allium sativum,ssRNA(+),Carlavirus
606,QXI73301.1,Baculoviridae,Baculoviridae-Orthomyxoviridae,Baculoviridae,9062,92,gp64,Other-Functions,Bombyx mori,dsDNA,Alphabaculovirus
607,YP_009165496.1,Bornaviridae,Bornaviridae,Bornaviridae,9662,92,glycoprotein,Glycoprotein,Homo sapiens,ssRNA(-),Orthobornavirus
608,YP_008130302.1,Solemoviridae,Solemoviridae-Luteoviridae,Solemoviridae,2020,91,peptidase,Replication-Transcription,Pisum sativum,ssRNA(+),Enamovirus
609,QAA77585.1,Reoviridae,Reoviridae,Spinareoviridae,2103,91,lambda-2 protein,Other-Functions,Sus scrofa,dsRNA,Orthoreovirus
610,YP_009029998.1,Flaviviridae,Flaviviridae,Flaviviridae,5020,91,putative glycoprotein,Glycoprotein,Rhipicephalus microplus,ssRNA(+),Undefined genus
611,AUS94757.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,202,90,large tegument protein,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
612,YP_009259667.1,Tombusviridae,Tombusviridae,Tombusviridae,4023,90,RNA-dependent RNA polymerase,Replication-Transcription,Beta vulgaris,ssRNA(+),Tombusvirus
613,QHE24171.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5850,90,nuclear antigen EBNA-1,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
614,QGN68052.1,Poxviridae,Poxviridae,Poxviridae,7481,90,CPXV088 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
615,YP_008378340.1,Baculoviridae,Baculoviridae,Baculoviridae,13031,90,alkaline exonuclease,Other-Functions,Lymantria dispar,dsDNA,Alphabaculovirus
616,ASH99277.1,Iridoviridae,Iridoviridae-Ascoviridae,Iridoviridae,2023,89,DNA-dependent RNA polymerase II largest subunit,Replication-Transcription,Ambystoma tigrinum,dsDNA,Ranavirus
617,QRE02518.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7003,89,BGLF5,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
618,QYD01972.1,Anelloviridae,Anelloviridae,Anelloviridae,7633,89,ORF1,Other-Functions,Lynx canadensis,ssDNA(-),Etatorquevirus
619,NP_040552.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,11441,89,movement protein,Transport,Malus domestica,ssRNA(+),Trichovirus
620,NP_040184.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2052,88,ORF62,Replication-Transcription,Homo sapiens,dsDNA,Varicellovirus
621,QJE50381.2,Reoviridae,Reoviridae,Spinareoviridae,3691,88,mu-2 protein,Structural-Envelope,Sus scrofa,dsRNA,Orthoreovirus
622,QVP25977.1,Flaviviridae,Flaviviridae,Flaviviridae,4403,88,NS3-like protein,Other-Functions,Rhipicephalus microplus,ssRNA(+),Undefined genus
623,AQM37676.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,7675,88,acid polymerase,Replication-Transcription,Salmo salar,ssRNA(-),Isavirus
624,AKI23504.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,12371,88,envelope protein UL78,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
625,YP_009351919.1,Flaviviridae,Flaviviridae,Flaviviridae,4678,87,putative membrane protein,Other-Functions,Rhipicephalus microplus,ssRNA(+),Undefined genus
626,QKN88800.1,Astroviridae,Astroviridae,Astroviridae,4816,87,capsid protein,Structural-Envelope,Gallus gallus,ssRNA(+),Avastrovirus
627,YP_007417864.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7507,87,deoxyribonuclease,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
628,YP_003933800.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2900,86,BORF2-ribonucleotide reductase subunit,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus
629,QPN36941.1,Flaviviridae,Flaviviridae,Flaviviridae,2973,86,NS5-like protein,Polyprotein,Rhipicephalus microplus,ssRNA(+),Undefined genus
630,NP_733869.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4572,86,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
631,ACG69815.1,Closteroviridae,Closteroviridae,Closteroviridae,492,85,polyprotein,Polyprotein,Prunus avium,ssRNA(+),Velarivirus
632,YP_009448193.1,Totiviridae,Totiviridae,Totiviridae,1572,85,RNA-dependent RNA polymerase,Replication-Transcription,Zea mays,dsRNA,Totivirus
633,ATB53305.1,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,1594,85,polyprotein,Polyprotein,Homo sapiens,ssRNA(-),Orthobunyavirus
634,ALQ28410.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4621,85,BALF3,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
635,YP_005296211.1,Poxviridae,Poxviridae,Poxviridae,6628,85,CPXV017 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
636,QFX66143.1,Parvoviridae,Parvoviridae,Parvoviridae,5405,84,NS1,Non-structural,Sus scrofa,ssDNA(+/-),Chaphamaparvovirus
637,QED42836.1,Solemoviridae,Solemoviridae-Luteoviridae-Geminiviridae,Solemoviridae,5778,84,P1,Other-Functions,Capsicum annuum,ssRNA(+),Polerovirus
638,AKN10675.1,Arenaviridae,Arenaviridae,Arenaviridae,12464,84,glycoprotein,Other-Functions,Boa constrictor,ssRNA(+/-),Reptarenavirus
639,YP_009164031.1,Flaviviridae,Flaviviridae,Flaviviridae,251,83,polyprotein,Polyprotein,Culex tarsalis,ssRNA(+),Flavivirus
640,YP_224289.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1259,83,polyprotein,Other-Functions,Musa,dsDNA-RT,Badnavirus
641,YP_081613.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,11353,83,membrane protein US29,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
642,YP_003199424.1,Reoviridae,Reoviridae,Spinareoviridae,11616,83,sigma 1,Cellular-Regulation,Sus scrofa,dsRNA,Orthoreovirus
643,YP_009054943.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3798,82,envelope glycoprotein H,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
644,AFA26578.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,8186,82,L2 protein,Other-Functions,Bos taurus,dsDNA,Xipapillomavirus
645,YP_138504.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,8748,82,nucleocapsid protein,Structural-Envelope,Homo sapiens,ssRNA(-),Orthorubulavirus
646,NP_620669.1,Virgaviridae,Virgaviridae,Virgaviridae,1434,80,RNA-dependent RNA polymerase,Replication-Transcription,Lamprocapnos spectabilis,ssRNA(+),Tobravirus
647,AHB63508.1,Coronaviridae,Coronaviridae,Coronaviridae,1703,80,spike glycoprotein,Structural-Envelope,Meleagris gallopavo,ssRNA(+),Gammacoronavirus
648,YP_009506682.1,Iridoviridae,Iridoviridae,Iridoviridae,3234,80,putative D5 family NTPase/ATPase,Replication-Transcription,Ambystoma tigrinum,dsDNA,Ranavirus
649,AFK83845.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,4577,80,protein UL29,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
650,YP_009268722.1,Poxviridae,Poxviridae,Poxviridae,12517,80,CPXV044 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
651,NP_058528.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,449,79,RNA polymerase,Replication-Transcription,Oryza sativa,ssRNA(-),Tenuivirus
652,QOQ52508.1,Picornaviridae,Picornaviridae,Picornaviridae,466,79,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Sicinivirus
653,YP_009126942.1,Anelloviridae,Anelloviridae,Anelloviridae,4788,79,ORF1,Other-Functions,Chlorocebus sabaeus,ssDNA(-),Alphatorquevirus
654,NP_116403.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7661,79,protein UL49,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
655,QCY49501.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,1416,78,RNA-dependent RNA polymerase,Replication-Transcription,Hylocereus,ssRNA(+),Potexvirus
656,QMP82168.1,Orthomyxoviridae,Orthomyxoviridae-Peribunyaviridae,Orthomyxoviridae,4436,78,polymerase PB1,Replication-Transcription,Culex tarsalis,ssRNA(-),Quaranjavirus
657,AMB65934.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7914,78,UL42,Replication-Transcription,Homo sapiens,dsDNA,Simplexvirus
658,YP_009133264.1,Baculoviridae,Baculoviridae,Baculoviridae,2056,77,helicase,Replication-Transcription,Chrysodeixis includens,dsDNA,Alphabaculovirus
659,QNU41088.1,Bromoviridae,Bromoviridae,Bromoviridae,3804,77,RNA-dependent RNA polymerase,Replication-Transcription,Malus domestica,ssRNA(+),Ilarvirus
660,QQL09786.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,6733,77,protein US26,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
661,QYA72484.1,Secoviridae,Secoviridae,Secoviridae,1527,76,coat protein,Polyprotein,Betula pubescens,ssRNA(+),Nepovirus
662,QHJ68634.1,Reoviridae,Reoviridae,Sedoreoviridae,3287,76,VP2,Other-Functions,Ovis aries,dsRNA,Orbivirus
663,AYQ58840.1,Reoviridae,Reoviridae,Spinareoviridae,5365,76,mu-NS protein,Other-Functions,Sus scrofa,dsRNA,Orthoreovirus
664,CAA35430.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5782,76,protein UL31,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
665,NP_612669.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5942,76,tegument protein UL25,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
666,BAM36403.1,Partitiviridae,Partitiviridae,Partitiviridae,6523,76,RNA-dependent RNA polymerase,Replication-Transcription,Sarcosphaera coronaria,dsRNA,Alphapartitivirus
667,WP_016041377.1,Poxviridae,Poxviridae,Poxviridae,7506,76,CPXV215 protein,Hypothetical,Homo sapiens,dsDNA,Orthopoxvirus
668,QJI52022.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,1353,75,non-structural polyprotein,Hypothetical,Apis mellifera,ssRNA(+),Triatovirus
669,AZI72604.1,Arenaviridae,Arenaviridae,Arenaviridae,7516,75,nucleoprotein,Structural-Envelope,Boa constrictor,ssRNA(+/-),Reptarenavirus
670,AKG51195.1,Poxviridae,Poxviridae,Poxviridae,10138,75,CPXV050 protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
